Title,URL,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 3 First Name,Author 3 Last Name,Author 4 First Name,Author 4 Last Name,Author 5 First Name,Author 5 Last Name,Author 6 First Name,Author 6 Last Name,Author 7 First Name,Author 7 Last Name,Author 8 First Name,Author 8 Last Name,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation,Author 9 First Name,Author 9 Last Name,Author 10 First Name,Author 10 Last Name,Author 11 First Name,Author 11 Last Name,Author 12 First Name,Author 12 Last Name,Author 13 First Name,Author 13 Last Name,Author 14 First Name,Author 14 Last Name,Collective Author 1,Collective Author 2,Author 5 Affiliation,Author 6 Affiliation,Author 7 Affiliation,Author 8 Affiliation,Author 9 Affiliation,Author 10 Affiliation,Author 11 Affiliation,Author 12 Affiliation,Author 13 Affiliation,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 16 First Name,Author 16 Last Name,Author 17 First Name,Author 17 Last Name,Author 18 First Name,Author 18 Last Name,Author 19 First Name,Author 19 Last Name,Author 20 First Name,Author 20 Last Name,Author 21 First Name,Author 21 Last Name,Author 22 First Name,Author 22 Last Name,Author 15 Affiliation,Author 16 Affiliation,Author 17 Affiliation,Author 23 First Name,Author 23 Last Name,Author 24 First Name,Author 24 Last Name,Author 25 First Name,Author 25 Last Name,Author 26 First Name,Author 26 Last Name,Author 27 First Name,Author 27 Last Name,Author 28 First Name,Author 28 Last Name,Author 29 First Name,Author 29 Last Name,Author 30 First Name,Author 30 Last Name,Author 31 First Name,Author 31 Last Name,Author 32 First Name,Author 32 Last Name,Author 33 First Name,Author 33 Last Name,Author 18 Affiliation,Author 19 Affiliation,Author 20 Affiliation,Author 21 Affiliation,Author 22 Affiliation,Author 23 Affiliation
cost-effectiveness of gemcitabine plus modern radiotherapy in locally advanced pancreatic cancer,https://pubmed.ncbi.nlm.nih.gov/27033672/,28,03,2016,Clinical therapeutics,38,5,1879-114X,Henry W C,Leung,"Department of Radiation Therapy, An Nan Hospital, China Medical University, Tainan, Taiwan; Department of Information Management, Chia Nan University of Pharmacy and Science, Tainan City, Taiwan.",Agnes L F,Chan,Chih-Hsin,Muo,,,,,,,,,,,"Department of Pharmacy, An-Nan Hospital, China Medical University, Tainan, Taiwan; Department of Pharmacy, Chia Nan University of Pharmacy and Science, Tainan City, Taiwan. Electronic address: agnes.lf@gmail.com.","Management Office for Health Data, China Medical University Hospital, Taichung, Taiwan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
management of unruptured intracranial arteriovenous malformations: a decision analysis,https://pubmed.ncbi.nlm.nih.gov/8355842/,XX,07,1993,Neurosurgery,33,1,0148-396X,W R,Hudgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spacers in radiotherapy treatment of prostate cancer: is reduction of toxicity cost-effective?,https://pubmed.ncbi.nlm.nih.gov/25616537/,20,01,2015,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,114,2,1879-0887,Ben G L,Vanneste,"Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Center+, The Netherlands. Electronic address: ben.vanneste@maastro.nl.",Madelon,Pijls-Johannesma,Lien,Van De Voorde,Emile N,van Lin,Kees,van de Beek,Judith,van Loon,Bram L,Ramaekers,Philippe,Lambin,"Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Center+, The Netherlands; Health insurance company CZ, Tilburg, The Netherlands.","Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Center+, The Netherlands.","Westdeutsches Protonentherapiezentrum Essen (WPE), Germany.",,,,,,,,,,,,,,,"Department of Urology, Maastricht University Medical Center+, The Netherlands.","Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Center+, The Netherlands.","Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Center+, The Netherlands; Department of Clinical Epidemiology and Medical Technology Assessment, Maastricht University Medical Center+, The Netherlands.","Department of Radiation Oncology (MAASTRO), GROW - School for Oncology and Developmental Biology, Maastricht University Medical Center+, The Netherlands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toxicity reduction required for mri-guided radiotherapy to be cost-effective in the treatment of localized prostate cancer,https://pubmed.ncbi.nlm.nih.gov/32783629/,12,08,2020,The British journal of radiology,93,1114,1748-880X,Leif-Erik D,Schumacher,"Radiation Oncology, Sylvester Comprehensive Cancer Center, Miller School of Medicine, University of Miami, Miami, FL, United States.",Alan,Dal Pra,Sarah E,Hoffe,Eric A,Mellon,,,,,,,,,"Radiation Oncology, Sylvester Comprehensive Cancer Center, Miller School of Medicine, University of Miami, Miami, FL, United States.","Radiation Oncology, H. Lee Moffitt Cancer Center and Research Institute, Tampa, FL, United States.","Radiation Oncology and Bioengineering, Sylvester Comprehensive Cancer Center, Miller School of Medicine, University of Miami, Miami, FL, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparative cost of transoral robotic surgery and radiotherapy (imrt) in early stage tonsil cancer,https://pubmed.ncbi.nlm.nih.gov/32057489/,23,01,2020,American journal of otolaryngology,41,3,1532-818X,Joseph,Spellman,"Department Otolaryngology-Head and Neck Surgery, United States Naval Hospital Yokosuka, Yokosuka, Japan. Electronic address: joseph.w.spellman.mil@mail.mil.",Michael,Coulter,Aniket,Kawatkar,Gabriel,Calzada,,,,,,,,,"Department Otolaryngology-Head and Neck Surgery, Naval Medical Center San Diego, San Diego, CA, United States of America.","Department of Research and Evaluation, Kaiser Permanente Southern California, Pasadena, CA, United States of America.","Department of Head and Neck Surgery, Kaiser Permanente Southern California Medical Group, San Diego, CA, United States of America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the impact of radiation oncologists on the early adoption of hypofractionated radiation therapy for early-stage breast cancer,https://pubmed.ncbi.nlm.nih.gov/28126306/,15,11,2016,"International journal of radiation oncology, biology, physics",97,3,1879-355X,Isabel J,Boero,"Department of Radiation Medicine and Applied Sciences, University of California, San Diego, La Jolla, California.",Erin F,Gillespie,Jiayi,Hou,Anthony J,Paravati,Ellen,Kim,John P,Einck,Catheryn,Yashar,Loren K,Mell,"Department of Radiation Medicine and Applied Sciences, University of California, San Diego, La Jolla, California.","Department of Radiation Medicine and Applied Sciences, University of California, San Diego, La Jolla, California.","Department of Radiation Medicine and Applied Sciences, University of California, San Diego, La Jolla, California.",James D,Murphy,,,,,,,,,,,,,"Department of Radiation Medicine and Applied Sciences, University of California, San Diego, La Jolla, California.","Department of Radiation Medicine and Applied Sciences, University of California, San Diego, La Jolla, California.","Department of Radiation Medicine and Applied Sciences, University of California, San Diego, La Jolla, California.","Department of Radiation Medicine and Applied Sciences, University of California, San Diego, La Jolla, California.","Department of Radiation Medicine and Applied Sciences, University of California, San Diego, La Jolla, California. Electronic address: j2murphy@ucsd.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multivariate regression approaches for surrogate-based diffeomorphic estimation of respiratory motion in radiation therapy,https://pubmed.ncbi.nlm.nih.gov/24557007/,20,02,2014,Physics in medicine and biology,59,5,1361-6560,M,Wilms,"Institute of Medical Informatics, University of Lübeck, D-23538 Lübeck, Germany.",R,Werner,J,Ehrhardt,A,Schmidt-Richberg,H-P,Schlemmer,H,Handels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
active surveillance compared with initial treatment for men with low-risk prostate cancer: a decision analysis,https://pubmed.ncbi.nlm.nih.gov/21119084/,01,12,2010,JAMA,304,21,1538-3598,Julia H,Hayes,"Lank Center for Genitourinary Oncology, Dana-Farber Cancer Institute, Boston, MA 02115, USA. julia_hayes@dfci.harvard.edu",Daniel A,Ollendorf,Steven D,Pearson,Michael J,Barry,Philip W,Kantoff,Susan T,Stewart,Vibha,Bhatnagar,Christopher J,Sweeney,,,,James E,Stahl,Pamela M,McMahon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robust optimization based upon statistical theory,https://pubmed.ncbi.nlm.nih.gov/20879563/,XX,08,2010,Medical physics,37,8,0094-2405,B,Sobotta,"Abt. Medizinische Physik, Radiologische Uniklinik, Universität Tübingen, Germany. benjamin.sobotta@med.uni-tuebingen.de",M,Söhn,M,Alber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
present developments in reaching an international consensus for a model-based approach to particle beam therapy,https://pubmed.ncbi.nlm.nih.gov/29529229/,01,03,2018,Journal of radiation research,59,suppl_1,1349-9157,Anussara,Prayongrat,"Department of Radiation Oncology, Graduate School of Medicine, Hokkaido University, North-15 West-7, Kita-ku, Sapporo, 0608638, Japan.",Kikuo,Umegaki,Arjen,van der Schaaf,Albert C,Koong,Steven H,Lin,Thomas,Whitaker,Todd,McNutt,Naruhiro,Matsufuji,"Faculty of Engineering, Hokkaido University, North-13, West-8, Kita-ku, Sapporo, 0608628, Japan.","Department of Radiation Oncology, University Medical Center Groningen, Hanzeplein 1, 9713 GZ, Groningen, The Netherlands.","Department of Radiation Oncology, The University of Texas MD Anderson Cancer Center, 1515 Holcombe Blvd, Houston, TX 77030, USA.",Edward,Graves,Masahiko,Mizuta,Kazuhiko,Ogawa,Hiroyuki,Date,Kensuke,Moriwaki,Yoichi M,Ito,,,"Department of Radiation Oncology, The University of Texas MD Anderson Cancer Center, 1515 Holcombe Blvd, Houston, TX 77030, USA.","Department of Radiation Oncology, Mayo Clinic, 200 1st St SW, Rochester, MN 55902, USA.","Department of Radiation Oncology and Molecular Radiation Sciences, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, 733 N Broadway, Baltimore, MD 21205, USA.","National Institute of Radiological Sciences, 4 Chome-9-1 Anagawa, Inage Ward, Chiba, 2630024, Japan.","Department of Radiation Oncology, Stanford University, 291 Campus Drive, Stanford, CA 94305, USA.","Graduate School of Information Science and Technology, Hokkaido University, North-14 West-9, Kita-ku, Sapporo, 0600814, Japan.","Department of Radiation Oncology, Graduate School of Medicine, Osaka University, 2-2 Yamadaoka, Suita, Osaka, 565-0871, Japan.","Faculty of Health Sciences, Hokkaido University, North-12 West-5, Kita-ku, Sapporo, 060-0812, Japan.","Department of Medical Statistics, Kobe Pharmaceutical University, 4-19-1, Motoyamakitamachi, Higashinada-ku, Kobe-shi, Hyogo, 658-8558, Japan.","Department of Biostatistics, Faculty of Medicine, Hokkaido University, North-15 West-7, Kita-ku, Sapporo, 0608638, Japan.",Keiji,Kobashi,Yasuhiro,Dekura,Shinichi,Shimizu,Hiroki,Shirato,,,,,,,,,"Department of Medical Physics, Faculty of Medicine, Hokkaido University, North-15 West-7, Kita-ku, Sapporo, 0608638, Japan.","Department of Radiation Oncology, Graduate School of Medicine, Hokkaido University, North-15 West-7, Kita-ku, Sapporo, 0608638, Japan.","Global Station for Quantum Biomedical Science and Engineering, Global Institute for Cooperative Research and Education, Hokkaido University, North-15 West-7, Kita-ku, Sapporo, 0608638, Japan.",,,,,,,,,,,,,,,,,,,,,,,"Global Station for Quantum Biomedical Science and Engineering, Global Institute for Cooperative Research and Education, Hokkaido University, North-15 West-7, Kita-ku, Sapporo, 0608638, Japan.",,,,,
a cost-outcome analysis of adjuvant postmastectomy locoregional radiotherapy in high-risk postmenopausal breast cancer patients,https://pubmed.ncbi.nlm.nih.gov/11503614/,01,08,2001,"International journal of radiation oncology, biology, physics",50,5,0360-3016,R,Samant,,P,Dunscombe,G,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radiotherapy in malignant lung tumors,https://pubmed.ncbi.nlm.nih.gov/7514813/,XX,04,1994,Therapeutische Umschau. Revue therapeutique,51,4,0040-5930,A F,Thöni,"Klinik für Radio-Onkologie, Inselspital, Universität Bern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
when is good enough really good enough? defining the role of radiation in low-risk ductal carcinoma in situ,https://pubmed.ncbi.nlm.nih.gov/25605858/,20,01,2015,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,33,7,1527-7755,Benjamin D,Smith,"The University of Texas MD Anderson Cancer Center, Houston, TX bsmith3@mdanderson.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validation and simplification of the radiation therapy oncology group recursive partitioning analysis classification for glioblastoma,https://pubmed.ncbi.nlm.nih.gov/20888136/,01,10,2010,"International journal of radiation oncology, biology, physics",81,3,1879-355X,Jing,Li,"University of Texas MD Anderson Cancer Center, Houston, TX, USA.",Meihua,Wang,Minhee,Won,Edward G,Shaw,Christopher,Coughlin,Walter J,Curran,Minesh P,Mehta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the cost-effectiveness of particle therapy in non-small cell lung cancer: exploring decision uncertainty and areas for future research,https://pubmed.ncbi.nlm.nih.gov/20303217/,29,03,2010,Cancer treatment reviews,36,6,1532-1967,Janneke P C,Grutters,"Department of Radiation Oncology (MAASTRO), GROW-School for Oncology and Developmental Biology, Maastricht University Medical Centre, P.O. Box 1588, 6201 BN Maastricht, The Netherlands. janneke.grutters@maastro.nl",Madelon,Pijls-Johannesma,Dirk De,Ruysscher,Andrea,Peeters,Stefan,Reimoser,Johan L,Severens,Philippe,Lambin,Manuela A,Joore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anocef guidelines for the management of brain metastases,https://pubmed.ncbi.nlm.nih.gov/25666314/,07,02,2015,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,19,1,1769-6658,É,Le Rhun,"Neuro-oncologie, département de neurochirurgie, hôpital Roger-Salengro, CHRU de Lille, rue Émile-Laine, 59037 Lille cedex, France; Oncologie médicale, centre Oscar-Lambret, 3, rue Frédéric-Combemale, BP 307, 59020 Lille cedex, France; Laboratoire Prism, université Lille 1, Inserm U1192, bâtiment SN3 1(er) étage, 59655 Villeneuve d'Ascq cedex, France; Groupe de réflexion sur la prise en charge des métastases cérébrales (GRPCMaC) , 13273 Marseille cedex 09, France. Electronic address: emilie.lerhun@chru-lille.fr.",F,Dhermain,G,Noël,N,Reyns,A,Carpentier,E,Mandonnet,S,Taillibert,P,Metellus,"Groupe de réflexion sur la prise en charge des métastases cérébrales (GRPCMaC) , 13273 Marseille cedex 09, France; Département de radiothérapie, institut de cancérologie Gustave-Roussy, 114, rue Édouard-Vaillant, 94805 Villejuif cedex, France; Réunion de concertation pluridisciplinaire de neuro-oncologie, institut de cancérologie Gustave-Roussy, 114, rue Édouard-Vaillant, 94805 Villejuif cedex, France.","Département universitaire de radiothérapie, centre de lutte contre le cancer Paul-Strauss, 3, rue de la Porte-de-l'Hôpital, BP 42, 67065 Strasbourg cedex, France; Laboratoire EA 3430, fédération de médecine translationnelle de Strasbourg (FMTS), université de Strasbourg, 4, rue Kirschleger, 67085 Strasbourg cedex, France.","Département de neurochirurgie, hôpital Roger-Salengro, CHRU de Lille, rue Émile-Laine, 59037 Lille cedex, France.",,,,,,,,,,,,,ANOCEF. l’Association des neuro-oncologues d’expression franc¸aise,,"Service de neurologie, hôpital Avicenne, Assistance publique-Hôpitaux de Paris (AP-HP), 125, rue de Stalingrad, 93009 Bobigny cedex, France.","Département de neurochirurgie, hôpital Lariboisière, 2, rue Ambroise-Paré, 75010 Paris, France.","Département de neurologie 2, groupe hospitalier Pitié-Salpêtrière, 47-83, boulevard de l'Hôpital, 75013 Paris, France; Département de radiothérapie, groupe hospitalier Pitié-Salpêtrière, 47-83, boulevard de l'Hôpital, 75013 Paris, France; Université Pierre-et-Marie-Curie Paris VI, 4, place Jussieu, 75005 Paris, France.","Groupe de réflexion sur la prise en charge des métastases cérébrales (GRPCMaC) , 13273 Marseille cedex 09, France; Département de neurochirurgie, centre hospitalo-universitaire La Timone, AP-HM, 264, rue Saint-Pierre, 13385 Marseille cedex 05, France; Centre de recherche en oncologie et oncopharmacologie (CRO2), faculté de médecine Timone, université Aix-Marseille, 27, boulevard Jean-Moulin, 13385 Marseille cedex 05, France; Inserm U911, faculté de médecine Timone, 27, boulevard Jean-Moulin, 13385 Marseille cedex 05, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
operations research for resource planning and -use in radiotherapy: a literature review,https://pubmed.ncbi.nlm.nih.gov/27884182/,25,11,2016,BMC medical informatics and decision making,16,1,1472-6947,Bruno,Vieira,"Department of Radiation Oncology, Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital, Amsterdam, The Netherlands. b.vieira@nki.nl.",Erwin W,Hans,Corine,van Vliet-Vroegindeweij,Jeroen,van de Kamer,Wim,van Harten,,,,,,,"Center for Healthcare Operations Improvement and Research (CHOIR), University of Twente, Enschede, The Netherlands.","Department of Radiation Oncology, Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital, Amsterdam, The Netherlands.","Department of Radiation Oncology, Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital, Amsterdam, The Netherlands.",,,,,,,,,,,,,,,"Department of Radiation Oncology, Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital, Amsterdam, The Netherlands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-utility analysis of the cyberknife system for metastatic spinal tumors,https://pubmed.ncbi.nlm.nih.gov/19165078/,XX,02,2009,Neurosurgery,64,2 Suppl,1524-4040,Frank J,Papatheofanis,"Division of Health Policy, Department of Radiology and Economics, Rebecca and John Moores Cancer Center, University of California, San Diego, California 92103-8758, USA. fpapath@ucsd.edu",Erin,Williams,Steven D,Chang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upfront treatment of locally advanced cervical cancer with intensity modulated radiation therapy compared to four-field radiation therapy: a cost-effectiveness analysis,https://pubmed.ncbi.nlm.nih.gov/23500086/,13,03,2013,Gynecologic oncology,129,3,1095-6859,Jamie L,Lesnock,"Mid Atlantic Gynecologic Oncology of Mon General Hospital, Morgantown, WV 26505, USA. Lesnockj@monhealthsys.org",Coreen,Farris,Sushil,Beriwal,Thomas C,Krivak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preoperative chemoradiotherapy for adenocarcinoma of the pancreas. rationale and technique,https://pubmed.ncbi.nlm.nih.gov/1862769/,XX,08,1991,American journal of clinical oncology,14,4,0277-3732,D B,Evans,"Department of General Surgery, University of Texas M.D. Anderson Cancer Center, Houston 77030.",D R,Byrd,P F,Mansfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a decision analysis comparing 3 active surveillance protocols for the treatment of patients with low-risk prostate cancer,https://pubmed.ncbi.nlm.nih.gov/30561761/,18,12,2018,Cancer,125,6,1097-0142,Craig,White,"PhD Program in Health Policy, Graduate School of Arts and Sciences, Harvard University, Boston, Massachusetts.",Tony,Nimeh,G Scott,Gazelle,Milton C,Weinstein,Kevin R,Loughlin,,,,,,,"Department of Urology, University of Illinois at Chicago, Chicago, Illinois.","Department of Radiology, Institute for Technology Assessment, Massachusetts General Hospital, Boston, Massachusetts.","Department of Health Policy and Management, Harvard T. H. Chan School of Public Health, Boston, Massachusetts.",,,,,,,,,,,,,,,"Department of Urology, Brigham and Women's Hospital, Boston, Massachusetts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generalised cost-effectiveness analysis for breast cancer prevention and care in hong kong chinese,https://pubmed.ncbi.nlm.nih.gov/26645875/,XX,12,2015,Hong Kong medical journal = Xianggang yi xue za zhi,21 Suppl 6,,1024-2708,I O L,Wong,"School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong.",J W H,Tsang,B J,Cowling,G M,Leung,,,,,,,,,"Department of Medicine, Queen Mary Hospital.","School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong.","School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
effect of prostate magnetic resonance imaging/ultrasound fusion-guided biopsy on radiation treatment recommendations,https://pubmed.ncbi.nlm.nih.gov/28333017/,18,12,2016,"International journal of radiation oncology, biology, physics",97,5,1879-355X,Aaron,Reed,"Radiation Oncology Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland.",Luca F,Valle,Uma,Shankavaram,Andra,Krauze,Aradhana,Kaushal,Erica,Schott,Theresa,Cooley-Zgela,Bradford,Wood,"Radiation Oncology Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland.","Radiation Oncology Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland.","Radiation Oncology Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland.",Peter,Pinto,Peter,Choyke,Baris,Turkbey,Deborah E,Citrin,,,,,,,"Radiation Oncology Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland.","Radiation Oncology Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland.","Radiation Oncology Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland.","Center for Interventional Oncology, National Institutes of Health, Bethesda, Maryland.","Urologic Oncology Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland.","Molecular Imaging Program, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland.","Molecular Imaging Program, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland.","Radiation Oncology Branch, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, Maryland. Electronic address: citrind@mail.nih.gov.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prediction model of critical weight loss in cancer patients during particle therapy,https://pubmed.ncbi.nlm.nih.gov/29045700/,01,01,2018,Japanese journal of clinical oncology,48,1,1465-3621,Zhihong,Zhang,"Department of Nursing, Shanghai Proton and Heavy Ion Center.",Yu,Zhu,Lijuan,Zhang,Ziying,Wang,Hongwei,Wan,,,,,,,"Department of Nursing, Shanghai Proton and Heavy Ion Center.","Department of Nursing, Shanghai Proton and Heavy Ion Center.","Department of Head and Neck Cancer, Shanghai Proton and Heavy Ion Center, Shanghai, China.",,,,,,,,,,,,,,,"Department of Nursing, Shanghai Proton and Heavy Ion Center.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
factors affecting timing of closure and non-reversal of temporary ileostomies,https://pubmed.ncbi.nlm.nih.gov/26054385/,09,06,2015,International journal of colorectal disease,30,9,1432-1262,M F,Sier,"Department of Surgery, Albert Schweitzer Hospital, Location Dordwijk, Room: W0-051, Albert Schweitzerplaats 25, 3318 AT, Dordrecht, The Netherlands, m.f.sier@asz.nl.",L,van Gelder,D T,Ubbink,W A,Bemelman,R J,Oostenbroek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stereotactic body radiotherapy versus surgery for medically operable stage i non-small-cell lung cancer: a markov model-based decision analysis,https://pubmed.ncbi.nlm.nih.gov/20932688/,06,10,2010,"International journal of radiation oncology, biology, physics",81,4,1879-355X,Alexander V,Louie,"Department of Oncology, University of Western Ontario, London, ON, Canada.",George,Rodrigues,Malek,Hannouf,Gregory S,Zaric,David A,Palma,Jeffrey Q,Cao,Brian P,Yaremko,Richard,Malthaner,,,,Joseph D,Mocanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a scoping review of patient selection methods for proton therapy,https://pubmed.ncbi.nlm.nih.gov/34476905/,02,09,2021,Journal of medical radiation sciences,69,1,2051-3909,Nicole,Zientara,"UniSA Cancer Research Institute, UniSA Allied Health and Human Performance, University of South Australia, Adelaide, South Australia, Australia.",Eileen,Giles,Hien,Le,Michala,Short,,,,,,,,,"UniSA Cancer Research Institute, UniSA Allied Health and Human Performance, University of South Australia, Adelaide, South Australia, Australia.","UniSA Cancer Research Institute, UniSA Allied Health and Human Performance, University of South Australia, Adelaide, South Australia, Australia.","UniSA Cancer Research Institute, UniSA Allied Health and Human Performance, University of South Australia, Adelaide, South Australia, Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
